cmTop,cmBot,ageTop,ageBot ,charVol,charCount
368.75,369,10395,10398,2,0
369,369.25,10398,10400,2,0
369.25,369.5,10400,10403,2,0
369.5,369.75,10403,10406,2,0
369.75,370,10406,10409,2,0
370,370.25,10409,10412,2,0
370.25,370.5,10412,10414,2,0
370.5,370.75,10414,10417,2,0
370.75,371,10417,10420,2,0
371,371.25,10420,10423,2,0
371.25,371.5,10423,10426,2,0
371.5,371.75,10426,10429,2,0
371.75,372,10429,10431,2,0
372,372.25,10431,10434,2,0
372.25,372.5,10434,10437,2,0
372.5,372.75,10437,10440,2,0
372.75,373,10440,10443,2,0
373,373.25,10443,10445,2,1
373.25,373.5,10445,10448,2,0
373.5,373.75,10448,10451,2,2
373.75,374,10451,10454,2,0
374,374.25,10454,10457,2,5
374.25,374.5,10457,10460,2,2
374.5,374.75,10460,10462,2,3
374.75,375,10462,10465,2,2
375,375.25,10465,10468,2,2
375.25,375.5,10468,10471,2,0
375.5,375.75,10471,10474,2,1
375.75,376,10474,10477,2,2
376,376.25,10477,10479,2,0
376.25,376.5,10479,10482,2,2
376.5,376.75,10482,10485,2,1
376.75,377,10485,10488,2,0
377,377.25,10488,10491,2,0
377.25,377.5,10491,10494,2,0
377.5,377.75,10494,10497,2,1
377.75,378,10497,10499,2,0
378,378.25,10499,10502,2,0
378.25,378.5,10502,10505,2,0
378.5,378.75,10505,10508,2,0
378.75,379,10508,10511,2,0
379,379.25,10511,10514,2,0
379.25,379.5,10514,10517,2,0
379.5,379.75,10517,10520,2,0
379.75,380,10520,10523,2,1
380,380.25,10523,10526,2,0
380.25,380.5,10526,10528,2,0
380.5,380.75,10528,10531,2,0
380.75,381,10531,10534,2,0
381,381.25,10534,10537,2,0
381.25,381.5,10537,10540,2,1
381.5,381.75,10540,10543,2,1
381.75,382,10543,10546,2,0
382,382.25,10546,10549,2,0
382.25,382.5,10549,10552,2,1
382.5,382.75,10552,10555,2,2
382.75,383,10555,10558,2,0
383,383.25,10558,10561,2,0
383.25,383.75,10561,10567,2,1
383.75,384.25,10567,10573,2,16
384.25,384.75,10573,10579,2,0
384.75,385.25,10579,10585,2,1
385.25,385.75,10585,10591,2,0
385.75,386.25,10591,10597,2,0
386.25,386.75,10597,10603,2,1
386.75,387.25,10603,10609,2,0
387.25,387.5,10609,10612,2,2
387.5,387.75,10612,10615,2,0
387.75,388,10615,10618,2,1
388,388.25,10618,10621,2,0
388.25,388.5,10621,10624,2,0
388.5,388.75,10624,10627,2,3
388.75,389,10627,10630,2,0
389,389.25,10630,10633,2,0
389.25,389.5,10633,10636,2,15
389.5,389.75,10636,10639,2,2
389.75,390,10639,10642,2,0
